word,phonotactic_probability,log_phonotactic_probability
afbnixer4,1.008115951844125e-58,-133.5418521990297
ants8v,1.1617734431499237e-29,-66.62502002887868
givaxumt,1.5165634194350498e-43,-98.5947121318642
afns15m,3.1188340237153456e-39,-88.66335940514115
eonlaur94t,3.570561148265225e-66,-150.69789336977962
blazfitn,4.9448774639953144e-34,-76.6895409768084
deflira,5.563279080562548e-41,-92.68980111564395
aer5iukt,1.3553306550429146e-52,-119.43037938526625
reifln2va,3.6989420139961813e-51,-116.1237929060986
alnurvfim9,6.172517052347188e-60,-136.33499887477717
albrinkut,1.0871916835265205e-44,-101.2301461573546
apexji45mn,1.4779163795773054e-61,-140.06705742845196
aetnlux5,9.629614405943519e-53,-119.77216674459572
afzuimv1,4.262538613733126e-53,-120.5871450271755
jhizl4fmvu,5.035340770360204e-50,-113.5127734455121
andmlu42irv,2.4540708970180403e-59,-134.9547722503869
adepi8,1.1635172502190805e-46,-105.76746674793134
alienf5mur,1.7036045061787488e-62,-142.2275294614754
avenwu4ltr,2.4290687221954735e-52,-118.84691689368873
ad5uvzxel,3.1734695307464515e-53,-120.88218445011739
almivkun,3.2334208088621405e-44,-100.14020344097548
adekit5vn,1.543194336484388e-54,-123.90574050905742
gptsx5a,1.3368431195492814e-30,-68.78724183624564
adnslvir,2.002891075628006e-34,-77.59330148720763
jeniu9f4d,8.108516286328164e-56,-126.85185030494122
airfuxtnmd,2.2990809520191902e-45,-102.78381972773136
tadifvmrzn,3.3822725055965496e-41,-93.18744099024562
arnimfu5,7.986979851820578e-51,-115.35402704538595
hiendmrf,5.477066044424515e-31,-69.67956831858288
apincm5k,1.2758064636735807e-43,-98.76758049956207
aedit41z8,1.6963162374736308e-67,-153.74474224983845
artbikem5x,6.509900218495813e-57,-129.3740261719776
idetflknam,6.670605026383927e-48,-108.62637389929715
dtcarkn,2.963415948287023e-24,-54.17569959232602
nomfaeilqt,1.425283374800141e-49,-112.47229890324869
albenwi4f,1.2140944458752949e-51,-117.23784125582371
erdnv45uka,2.1093992001013798e-60,-137.40870241198914
dlmvfu5n,2.5156122470905546e-33,-75.0627918566711
anruiel,1.166276412953719e-45,-103.462513064046
agimezkfn,8.3761842363698e-47,-106.09610690164766
dialexf,9.699540906158794e-40,-89.83132516463453
mdenzfil,5.178289057226953e-34,-76.64341845791914
alngeu8,3.62865796574662e-47,-106.93263649720754
glitfkqer,8.730382171746407e-39,-87.6340094810421
afc1i4xm,6.346311068376688e-49,-110.97879584672515
almdevfnz,9.277675311243807e-38,-85.27062252361121
ardi4x1ven,2.684548696044663e-62,-141.7727631352074
alizmr5fv,1.2470999691412905e-48,-110.303263632514
afisvz,1.1768258358356035e-30,-68.91473194544422
alizn85md,2.0312416787364746e-52,-119.0257775652249
anipve1fmd,1.046576256632739e-55,-126.59665598616465
arde1u4n,1.728931088234134e-52,-119.18692148621258
banvilek,5.4613221239150714e-42,-95.01088299806882
arnueilv,1.5478435701857317e-47,-107.78463665351039
idtslfun,4.089354645928032e-34,-76.87950599247438
apfinxjz,3.6532426325254023e-38,-86.20261836809365
ip1uvnex,6.920901198245659e-51,-115.49729375058571
alenzmu8,3.582120294071023e-50,-113.85329976369326
grif1nm,3.4386843623130255e-31,-70.14504893739982
pirevnf19x,5.983078560409184e-53,-120.24807468375782
arbenzv,2.4469928709124836e-33,-75.09044819774628
mylicqne,1.8864147576201469e-38,-86.86355545983747
ahmu5ilkz1,9.591498626700481e-64,-145.10456880520348
alienvt,2.038070754123898e-40,-91.39140006813317
alfibuv,1.992277883558671e-41,-93.7167101635442
brainl9tq,1.1409616790546333e-41,-94.27411732784341
dglunaz9,4.754311159819963e-44,-99.75469227272905
pamsflvxq,6.293656737334887e-28,-62.632840344756666
atrunle,1.5705402793401223e-42,-96.25715421861958
aptivm8n,8.135200960201386e-44,-99.21754364821277
afidnmkr,1.1927523548738875e-35,-80.41421471505636
fiduet4qalm,6.196846635534527e-63,-143.23882030313018
adflie4v,3.386465055608502e-47,-107.00171274983421
aztvirkn,1.7600164276587908e-36,-82.3277402048821
fomai4dq,5.7619862603896696e-46,-104.16763202558766
agickenfrx,9.058843485707193e-49,-110.62292809538557
aifpnv4z,7.84330509928406e-42,-94.64891359143652
arcwbnul,4.939100877810702e-37,-83.59846513468577
telifunkm,7.609575428921705e-45,-101.58692180562093
avcikme,5.812646865420721e-44,-99.55370805397459
anwebkvli,2.9159428989322486e-48,-109.45389123174434
alduein,2.3622918237231074e-44,-100.45411183217738
fitpuz85m,7.614604732405188e-51,-115.40177166414351
hinfslk5,1.578024558205812e-33,-75.52913428363286
mincvtfh,2.3318236343084723e-30,-68.23090215270577
aliumdfvr,3.107427604959451e-46,-104.78511903047023
altsxkv4u,5.323379031946913e-43,-97.33905074063586
detiluf59zg,2.384116838320196e-64,-146.49661719425424
arnevmixf,3.9103967460695765e-48,-109.1604456252816
amdrnbel,2.8641637508058727e-34,-77.2356167387729
cgfinev,5.063876908718768e-34,-76.66576078437615
infeclvtr1,5.08741699575147e-48,-108.89731422840998
nydpmz4ul,4.940666314507657e-36,-81.29556314420222
anzivfred,1.9462913613241955e-45,-102.95040348898746
anielu1fmg,6.934651873112122e-62,-140.8237449116659
ahzuxve,2.3461200580587464e-46,-105.06615135316113
ancixml,2.3955224369802153e-34,-77.4142918181968
gifun4lm5a,1.7590932879763566e-61,-139.8928921736223
anilexv5m,1.7749402248223145e-56,-128.37099846146268
adinvkeq4,1.2232643354951517e-56,-128.74324223736141
atexnf4,1.010406286744686e-43,-99.00080648467366
drienwvfxt,3.9700458426266e-39,-88.42204098487424
antviku59e,1.0899892746081007e-66,-151.88444828122346
artiml,5.871253445593612e-31,-69.61006973759791
aimlvxd,2.0566352108042e-33,-75.26423681425595
fdilartn,2.0988242142752616e-34,-77.54651587183373
edia1lxnu,3.4923971653357487e-60,-136.9045172123551
aenu52qrl,1.1861127537557407e-54,-124.1689136550015
cnrigemu9,1.7196490896002938e-51,-116.88971949035965
gonmeatlz,1.905265671925829e-40,-91.45878226057833
alcmdi5f,8.993122723665545e-42,-94.51211376233381
tripe4nk,4.750566202391861e-39,-88.2425548153215
anief14rm,1.4169185431152624e-57,-130.8988658270559
avt5ri4qn,5.680321258141726e-53,-120.3000021380188
atvinuexl,2.1835756203890993e-53,-121.25604620269164
adflrin,2.4724534343351854e-33,-75.08009711789983
apn8rmdfi,1.2929550949421872e-47,-107.9645690008899
adrnuf8m1q,2.6531417671803803e-55,-125.6664356043896
gr5alue,2.6095330510991297e-44,-100.35457279403414
arienzk4m,4.57839209715168e-52,-118.21307696969485
aprivnf9,1.0604037712933109e-43,-98.95250924683575
finmaczx,4.678366870601718e-37,-83.65269935102373
hfdnl1r,1.835204398372934e-27,-61.562641646776875
andre4uxfl1,3.0566106649500294e-62,-141.6429690893707
edictmn,6.148806487929794e-33,-74.1690500728218
adnu0fli,1.0890103278851447e-50,-115.04398532197169
aetiunx59,2.9496701030848743e-66,-150.88892280297142
defil8r5n9,9.295722485461236e-65,-147.43847669806206
alvisxuend5,1.9334590043357572e-64,-146.70613532260458
benauxfv,2.4338523711251262e-43,-98.12168365880152
imblr95a,8.174314073063633e-48,-108.42308765588677
molenfiq5ar,3.785832252773367e-63,-143.73159511406357
airlnufb,8.691113891772219e-44,-99.1514429798038
anilemu1,8.454808996758041e-60,-136.02037018811413
avcenimq,1.791311392731569e-45,-103.03338121147787
agislmn5,1.0298843578436069e-44,-101.2842975697379
ngmir5,4.3004587602146616e-32,-72.22400127037874
adminre5,2.4267951470481599e-51,-116.54526822534524
crefanbmdt,4.350088568159027e-38,-86.02803732838409
apvifu9lw,2.1814005182316713e-55,-125.86221300459165
alzirkuvn,7.314954154019797e-45,-101.62640841767266
hnlaipr9,3.684351535713197e-42,-95.40447936962013
adfulvrnze4,1.1860021676592272e-55,-126.47159198639272
alhebxn5,9.674364707091964e-47,-105.9520197973099
ridefvn5,5.021065997182212e-46,-104.30527201652924
ancfibek,8.591240119425386e-44,-99.16300099835915
advi5ln9,1.6842026946648854e-51,-116.91054746911658
apifetk4u,2.864956744349224e-61,-139.40513742054245
amwin5ef9,1.6961920586202965e-61,-139.92930489956746
athfendlz,6.58638058671185e-37,-83.31064447126285
alipfundm9,1.6433865800366294e-56,-128.44800610715998
alniv5exu,5.36834119057466e-63,-143.3823419008832
aeb4iu,3.537005472859077e-50,-113.86597419216346
aniler84td,1.2948468503058092e-63,-144.80446843277903
monediqualv,2.0232854622176102e-63,-144.35813820203148
arienwlz,2.0590701902074555e-42,-95.98631938882077
adtul4k5,1.0549451309967051e-54,-124.28610626463686
ariunfelm,1.8669320087179535e-51,-116.80754329619786
arivn4ul1f,2.2035897640947773e-63,-144.2727731171024
age5fvnxrl,1.3524552289885992e-48,-110.22216283493498
ahinm48,1.1465091026916942e-48,-110.38736270088197
ageimfulr,1.760756077405318e-52,-119.1686815294526
ainu548fm,3.6345989591186307e-62,-141.46977698834712
aznefixm4g,1.3546410330055523e-57,-130.94381380171762
ambwtiq,1.8197624579992298e-35,-79.9917722798039
anielmv89,8.614304191444393e-60,-136.00168148002342
advis458,7.209078378263173e-57,-129.27200918301773
gdfzlkpe,1.7190622113120308e-29,-66.23318878067307
atlicevrd,6.517916138090549e-45,-101.7417744706022
aveicxmr,1.9026678594169677e-44,-100.67048705390825
gehid4n,2.2031904197349103e-39,-89.01091212612607
encilkrm,2.2127594412025953e-34,-77.49365280921171
afr8lzvukd,4.3679374677232197e-47,-106.74720844837745
am4elu,5.126657983274222e-47,-106.58704538908185
aenivump,3.6728195271245096e-49,-111.52570992608345
alfpeburdi,1.1784382867723522e-57,-131.08316022455
arweif5n,4.357320332767473e-49,-111.35481229086915
armibeu,2.2028963813286877e-48,-109.73431143225724
amelrv2fn,2.003531315130696e-46,-105.22400299654171
afbetimrq,7.076069940923024e-47,-106.2647807102257
agew5i4d,1.666278526974354e-54,-123.82900230884951
afvcuknl9md,4.922500117555403e-53,-120.44319337327204
pdfv24urn,2.0418382777334395e-41,-93.69213829412551
nifavptlu,8.396699725387672e-47,-106.09366063190711
anzuvx1rl5,9.763692895535173e-59,-133.57384978734356
artvk4em,5.742211970691645e-43,-97.2633145018972
adbiv4rme,1.1609607520141388e-54,-124.19034712486217
agif1en8,6.545451009261044e-59,-133.97375018068294
gohdenfi,7.492707029336673e-45,-101.60239903336202
elfni54,4.751465617305733e-47,-106.66304624925394
mond5krf,1.463392811077807e-32,-73.30196539283303
pdfnitkl,7.643529385283826e-27,-60.13593805290755
konail9eft,5.1256784519925544e-58,-131.91567249651516
bricfentl,7.260410183683988e-34,-76.30545683542684
hipevfd9,1.8842863684404588e-45,-102.98278001989496
anmeiv5kq,2.0267730789459167e-53,-121.33056501669401
ameid9n,1.9249417296215903e-47,-107.566603673765
adv5iukrem,4.0596775443007185e-59,-134.45141693877522
aenslfz,2.6018895806886594e-30,-68.12131484695408
albfne1vd,5.4228293218295446e-45,-101.92571149038528
afbknxli,7.386979535336287e-39,-87.80109969858697
alenivju,1.0655154626310322e-54,-124.27613633713804
aerumlkv,7.282364522585002e-43,-97.02570339221214
bricf4vn,4.270695210170642e-33,-74.53353144212919
aiel24mk,6.728043191532099e-54,-122.43331067935956
aliexrnt,8.278165362972701e-42,-94.59495253642422
agrup4x5im,1.911361788929765e-62,-142.11245979912346
altnv5urz,8.119087129607607e-42,-94.61435618035833
afvu4exi,1.6793075102215206e-59,-135.3341389745065
advesut8n,3.647107578346584e-54,-123.04566061252262
ainywxlm,6.151175131403065e-37,-83.37900529893747
dgfniwr5,3.0586932628611067e-39,-88.68283084029099
armike4vn,1.5169272043964897e-51,-117.01515303003605
atincwr4,2.6012047849961792e-46,-104.9629395611808
alzuifen,1.9810346326862355e-48,-109.84046521372443
adfni54ur,7.623170051043099e-57,-129.21615800027595
enlaict9,7.737235867150079e-51,-115.38579524198556
dirmenu,1.8284050791121833e-41,-93.80254476738438
atrium1f8,3.354439773486335e-60,-136.94482080572965
aliun4ve9r,9.136931021256317e-69,-156.66604686198758
avnemzx9i,6.417378060287836e-55,-124.7831704822137
aldnewfb,8.194435826963138e-39,-87.69736326050946
almsv4i5n,2.147896647705828e-49,-112.0621804968124
cdefnilxm,6.047705349660401e-38,-85.6985546147241
av1flimt,3.5630253573749545e-43,-97.74054899528481
draenqm95z,9.94731805410458e-49,-110.52936658417184
cinfurax,8.160903492582439e-43,-96.91180411376699
dornlaixv,2.609754754783255e-44,-100.35448783850285
afrinue4d,6.75611079952698e-57,-129.33690290168272
amhub4n5fr,3.046179954871348e-56,-127.83087687586077
adicutkx,7.816507669831251e-47,-106.16526150544938
bitfurlva,7.698944556498331e-45,-101.57524593585208
eldifxn,6.178871400766503e-34,-76.46675752824044
adiuxlne5,2.00479602823989e-60,-137.4595632556104
dmflevn,5.33688160186328e-23,-51.28481562615618
alevindt4x,7.23299605590201e-57,-129.26869695808574
pheimdn,8.44349963043604e-30,-66.94415591900037
afbinr4l,6.390494846405147e-45,-101.76151747858901
emalfvir,1.3081759910634066e-45,-103.34769539100539
atmbenfd,3.8701319201247195e-35,-79.23718966044336
apenlmz,7.127846941003386e-32,-71.7187137587947
adrufn8z5,1.5129941911814985e-55,-126.22808951914564
alienmqf4,3.953772390597436e-54,-122.96492486292749
airlx5knu,1.7853496854006772e-54,-123.75998072344794
adinwuf,6.955262884667361e-42,-94.7690752831496
kriayu54,2.3852029261862942e-51,-116.56255553762065
abfudknilm,1.2551887204052995e-49,-112.59938362060471
aeqnixv,6.003809745645746e-42,-94.91617968041453
afrtizu,2.0548055008563488e-41,-93.6858076160722
nempufal,1.2599823778662856e-41,-94.1748910777107
partmilvue,2.5249864181635507e-52,-118.80818915192265
mreai4vl,1.6527569542885666e-43,-98.50871422381377
gia5zlref,6.61619875337207e-49,-110.93714855811824
bezuaxnr,1.8270804300937564e-41,-93.80326951328917
afrein,3.7119953817241523e-36,-81.58149377701005
aricumev,1.0396933329643354e-52,-119.69549903817011
armexuniq,1.5957725738059568e-55,-126.17482212341396
anzie5u4d,5.211517323141902e-60,-136.5042345334288
hiedunqlt,4.5110017438557905e-40,-90.5968844747571
limecq589,1.0835998136204215e-59,-135.77223182742026
aghuive5,1.944385881579213e-56,-128.27981902257184
avreniu,3.73167873494422e-49,-111.50981136131276
evqifanxl,5.683949078884133e-47,-106.48385311920168
alemcnk5zur,1.41411561275392e-59,-135.5060161596073
agruvimd,4.277755559147791e-42,-95.25514543577134
adfliu5re,9.137822597406377e-59,-133.64009835741828
fimulxvr,5.9380686187989816e-36,-81.11167941563362
aid5zm1q,9.441049273726529e-50,-112.88418752384398
emidnt5fw,3.5923547206986185e-48,-109.24527656517154
al1vu5nfx9i,9.011417611389434e-73,-165.89021939176425
iptv4an,3.760891782185511e-39,-88.47616252137462
agevw4nlfi,4.540513378220458e-57,-129.7343102160971
afrupkve4,5.40697160743174e-53,-120.3493207693744
crimnk8fx,7.107615341365923e-37,-83.23448164824792
andcwkf5,1.7537827254439478e-37,-84.63387342825186
adnszilv,2.8004280075283334e-37,-84.16587617544886
fevirnt,9.4217136940167e-30,-66.83453579697012
apice45t,1.697420330096097e-55,-126.11307046899267
afnz2l48,1.5418915018782063e-50,-114.69624473898335
anexzv8m,3.8046804383889304e-48,-109.18785246058214
cleifanpzm,2.916411476810192e-45,-102.54597527052351
afrcivmun,5.352429346296064e-45,-101.93877864346899
alfniuq8,1.1160486722661184e-51,-117.32204526654655
anziu9vlx,9.455135985404993e-49,-110.58011147232102
altisrvf8un,9.614488177996493e-58,-131.2866642476484
antleum9v,6.479950391954497e-51,-115.56312688792403
agriekvnxm,1.3671411749327328e-46,-105.60619245177404
afryde,5.674831038182432e-34,-76.55185237188081
anzuwxem8,1.2261976894884536e-57,-131.04343222860197
elitzfrqv,3.1789470473013286e-39,-88.64426860200794
agnuflkrit,7.461433415368862e-46,-103.90916673513598
atmiekl,1.4633497111692213e-38,-87.11750540327442
aincuvfl9ed,1.4517298936191874e-62,-142.38751989021102
alecm4ix,7.09212008243032e-51,-115.47285542253094
ilenmuftv,4.176200169039115e-47,-106.79209758808955
ainf4eu8r,2.48341391326929e-61,-139.5480564811435
areilv4f,9.528416063443973e-50,-112.87497615115474
bansfxzl4v1,1.3250444681520536e-52,-119.45297881594587
bemucvlqf,3.7369580561895856e-37,-83.87737651426505
adelmkuinx,6.966686781875516e-55,-124.70104035702347
ame4vxl,9.946541083789878e-41,-92.10876395179247
almivunk8,1.0015691677467746e-54,-124.338027083789
retliumfzx,2.6940682192916274e-47,-107.23044697037567
afrui9nml5,8.204999702130626e-61,-138.35294698439813
nflip51,2.0421779472432663e-38,-86.78421667422214
avtuqnm,3.9141348278998775e-35,-79.22588393881269
adtulec4in,2.594911707371168e-63,-144.10930836672028
topmfzni,2.968635941495351e-38,-86.4101309654178
lovdeximn,3.669388383832412e-46,-104.61888928245446
aimunz8vt1,1.3652309294372322e-63,-144.75153726522223
priznqlf,3.2433599360140273e-24,-54.08543242209556
cleunifm,4.7661415170736826e-40,-90.54186664847666
dobezrf5,3.8641614102848076e-44,-99.96199940341216
ancrmx5e,5.615371103391514e-43,-97.28565132130535
anbiz4rlx,3.6805139474388995e-46,-104.61586187566662
ancewb1q,2.6310515802241142e-45,-102.64894557806785
a14uzlemxf,1.0197150826433227e-59,-135.83299722911445
myzilvrt,1.7039192296168987e-25,-57.03169629802702
amdernuk,5.490006912280556e-44,-99.61081457714987
atdebun8,1.5892340506516942e-54,-123.87634285066497
agembl4p,1.4110279420883848e-42,-96.36425543003607
itmnxul,5.342389957957108e-35,-78.91480514427369
cirumfxzv,2.565657531291743e-41,-93.46377401950238
aedun4fl,4.066550626389327e-49,-111.42387442853868
andrmx5if,2.106644073546613e-43,-98.26606280389312
anievlr94,1.2673003125006978e-59,-135.61563158695506
anickmv5u9,6.262939428845645e-64,-145.53079631939087
adhilntex,3.4730680685699128e-46,-104.67387590479835
abidum8156,3.7037863848675287e-75,-171.3845263309046
intzvf41,4.525893468352796e-44,-99.80392908250744
altz1i,2.692653427019601e-38,-86.50770642224032
nmaip4t5,3.631618403285002e-50,-113.8395762596578
atbrn45im,6.3878160955293095e-49,-110.9722771158229
inf548lq,9.059792187859225e-47,-106.0176531882507
advenu9ilr,5.2945279723309454e-61,-138.79101684348143
cnaf4195,7.904486904309005e-53,-119.96957936787038
aefnwr58t,1.029349175361016e-51,-117.40291300874941
alzivnu4tm,6.906381917369838e-54,-122.40714912198524
gdzvenl,1.0020374817790521e-23,-52.95742172993488
arcevuidm,2.6057530765502397e-51,-116.47411802038229
amenvixlt,1.480630476722641e-45,-103.22386118988176
anfeiqu,1.4684178317947124e-48,-110.13989894745717
aniudz1r,7.240356734361796e-50,-113.14958417181661
beluvidm,5.0574849957706744e-42,-95.08770458242304
anie4rk9q,7.227709998247058e-58,-131.57201314372085
almex8k4f,1.1525787919352148e-55,-126.5001782550164
ails14nmv,3.301413840136537e-51,-116.23748892957155
artey54,1.1747418271944599e-47,-108.06045096880297
atmiv4ln1,8.35949324624796e-56,-126.82136739888472
anicbrz4,2.0487783598044602e-44,-100.59650039826641
anvfek9lm,2.2462713566388905e-47,-107.41222770396406
geilnkmd,1.0948808312736209e-31,-71.28949235535646
adnv0utm,1.9620104252054467e-41,-93.73201913806645
getwirl,3.3957457142773136e-31,-70.15761449518003
alivrwft,4.651500041531109e-37,-83.65845868362467
ateu54v,1.2351627884994621e-51,-117.22063696875273
admpekn,3.337291516026939e-32,-72.47756342114228
dienyuj,2.7140207580971273e-37,-84.19721723087116
endax5u41,3.417810747744958e-65,-148.4390308307489
amtix4zn,5.442345991579908e-46,-104.22470406136695
arienw4mfk,1.401235407473601e-54,-124.00224074026345
artifunkx,1.649626118596421e-47,-107.72095070327418
adhulne4r,5.676731086261658e-53,-120.30063437460463
andrfeki,2.3206478265096053e-43,-98.16931261648025
ahluvkfix1,4.4947152926219116e-61,-138.95478834540174
edvnim9q,1.5412832910153877e-44,-100.88112871646489
abtie4lrv,1.5279701935352166e-51,-117.00789955899094
alife45ntm,7.201662982153383e-59,-133.87820851755257
evatru5,1.261158243278529e-47,-107.9894688313025
adhubfix,1.4586044742585574e-45,-103.23884904566667
aerslif,3.5808635075467555e-39,-88.52521465221464
alnecfut5i,1.2206509556246084e-64,-147.1660616649876
artiblenxdu,3.534684906233994e-60,-136.89248141970293
tvienzl4pad,3.1525018908196494e-54,-123.19139863303752
alten59qui,1.500810304309992e-69,-158.4723662514647
adv54klf,1.2755461553789447e-40,-91.86002927571022
inafz4bm9er,4.9001955336168065e-67,-152.6839261214609
andiuq1f,3.46297711725598e-49,-111.58454089909033
apilnexu9,2.933908204117589e-63,-143.9865254663337
adeculpinr,2.092408485693142e-57,-130.50903451267126
apfeibtl,9.991787522076105e-42,-94.40681039795697
antrezf4m,3.942757379374399e-45,-102.24444886371695
abeltimrq9n,7.189354343808058e-58,-131.5773340251461
aneivumltxz,2.0056017542697207e-58,-132.85399125110735
dlfprw8a,3.2195711628378604e-32,-72.51347480436519
artink,8.715123398217126e-31,-69.21507804465313
admilfvru,9.89856003991346e-49,-110.53428026066044
adrivluef,2.0092522263745274e-51,-116.73407711652378
abeir54,7.669468478379671e-55,-124.60493280047172
anhiv54mt,1.667059368713463e-51,-116.92077852545658
agemc5nftr,6.32247035318786e-47,-106.37738936026558
admucklz1,2.851715849117681e-47,-107.17357850527839
anribeu5d,9.99172115347144e-58,-131.24817852819922
adfevxu2n,1.2120653426346723e-53,-121.84468412942564
derapn8lt9,1.0173716363539002e-56,-128.92754273320782
aihunlvf,5.340167596452113e-43,-97.33590196116097
apnvw1le,6.681348951026203e-46,-104.01959437178806
rolicnfex,2.7423223191034157e-45,-102.60752406159311
myidf5nzk9,1.5560078237282056e-46,-105.47679082387958
aitulfvk,3.7004539904340675e-44,-100.00528857949756
aerlixv,1.1670288190508815e-41,-94.25152776476847
albir1n,2.143452933441752e-41,-93.64357076374756
jdfitpnevu,8.123598404361228e-49,-110.7318963474516
alieuntm,9.952698241335937e-47,-105.92365567627854
advie4fnx,3.2616312908800233e-50,-113.94702718350452
adfulmkr,2.8524671853942886e-35,-79.54229395590936
agnulvfmi,6.808232286781792e-49,-110.90853704633918
cemunk4trfa,6.605247172766885e-57,-129.35948594131733
aezilcnu,3.520393160826631e-51,-116.17326706590691
adlynz9r,1.220414031943871e-35,-80.39128808317376
atledin,1.8169738511892667e-41,-93.80881641464558
crafnw4xlm,5.381272865179934e-38,-85.81530859554265
heidvmla,6.981241600960317e-42,-94.76534712500063
alwux5im,4.472527294097896e-51,-115.93388610366516
advslfirn,1.141009782645639e-36,-82.76114970319519
biharldm,1.3025058572980394e-32,-73.41843298420832
agilefxtz4,8.55406318262074e-58,-131.4035289975526
amfijx4nl,1.0261311759447388e-47,-108.19570378034592
divlmax1,3.447026409653884e-44,-100.0762321425982
aldcz9j4,2.2012331477740125e-45,-102.82731145968594
ahdeiv,1.9700368550066276e-39,-89.12276637606769
arcdn54lxje,2.125606471897057e-59,-135.09846332645094
bimnav8lpf,2.661863300196832e-47,-107.2424730043585
anzcv5xi,1.2098860710879708e-46,-105.72838807867606
albimnd5k,4.376121091627718e-45,-102.14016644823387
gran5wv1,2.2067602661698383e-44,-100.52221859466349
noilfxu,2.1652966412155082e-41,-93.63343144395964
alfun4km,5.261071284929171e-44,-99.65340941938922
adcferm,9.230129329358678e-34,-76.06542010153278
adfnrel,1.8159252406421058e-34,-77.69129804951314
tam0ln1r5,2.5529504098714576e-55,-125.70493040085898
arc5z4px,1.2876441207211326e-44,-101.06092980602271
chindfea,1.0044664223256333e-39,-89.79636214930537
avtinwum,5.654762836190575e-45,-101.88383101482493
ip1nxcvu,1.772783918769124e-45,-103.0437780382938
andw4fv8i,8.017080030562323e-53,-119.95543565906618
anime5dq,2.348876726899513e-50,-114.27531742437256
biznexm,2.7963734426207532e-33,-74.95698469018163
ahnsx1vu,1.0516859916297504e-45,-103.56593460201663
adlinvmf,1.296561188119209e-36,-82.63334782805565
amrinve495d,9.504500074148436e-68,-154.32402094512963
adfpmt4i,2.3434422548775133e-45,-102.76470828720227
amte4frn,1.1718215506393127e-40,-91.94484430074648
andbluemkq,3.4374225706251216e-46,-104.68419233989616
amedvirt,9.487794185722367e-43,-96.76115284878517
andlerift9,3.666827854688815e-56,-127.64543826413285
alfeindu,1.4267530644816414e-49,-112.47126827840017
agminf9ec,2.684065123994773e-51,-116.44450726009781
aivec8n9,2.6770304404633457e-59,-134.86781235106443
lidayfe,3.509440665489109e-43,-97.75570232852598
amine8f,3.034465881613268e-48,-109.41404904097901
aginzmurp,4.801437358445927e-45,-102.04741386196808
aimnec,4.927519936074259e-38,-85.90339772785707
mydienrtafh,1.2828180807951854e-49,-112.57761027318182
alty81ukm,3.690150530365316e-49,-111.52100230535092
atmblecu,6.192020129157878e-44,-99.49048270462288
alifrnexq,3.016634532773384e-45,-102.51218736786439
atdif5n,3.6239485174494966e-42,-95.42100972367189
miranfv851,8.06262400475982e-61,-138.37045161019785
inedf4l59,7.041504973775414e-62,-140.80845384362343
etnfxudi,9.912681080309446e-47,-105.92768451605119
aprent5k,5.661367590881032e-42,-94.97490841889059
aldexnmurv,3.429121303018928e-49,-111.59436550822792
anveltf95,3.113895610902814e-52,-118.5985502853508
drbin45ve,1.7345161828079637e-50,-114.57852613236255
enialm4vd,1.9542972619001858e-51,-116.76180907070764
agembfvn,1.3444875116879401e-37,-84.89963553253938
balpvmfin,3.6043738719915194e-38,-86.2160854613416
abd5zmfn,5.5948134944113876e-36,-81.17122334090955
alebuitm,4.76116876722778e-50,-113.56876147226524
aiburen9,1.2648374692228568e-59,-135.61757685555162
ad4su5tv,2.4865286430568726e-51,-116.52095212416236
jpfnlk4rd,6.362529322574421e-29,-64.9245417063052
altiu4e,3.8743674104033674e-52,-118.38004243513979
glapf54imz,3.95174267722353e-48,-109.14992779798703
dfpaulnv5i,1.4889767377109808e-52,-119.33633570487012
alfcb4kd,2.199101395840528e-36,-82.10501452729855
lndex54jr,3.2187259419424256e-44,-100.14475848068402
flexvzm4a,5.023086716394899e-44,-99.69969946325392
adlprxufzm,7.538582937279848e-41,-92.38595458775163
afmu0ilnk5,6.505747369650774e-62,-140.88758976869775
hdtvfi4a,6.996258534073836e-44,-99.36836858070845
anzvfxtl,1.4644906047413556e-28,-64.09087513190357
dobex9,1.414639076625931e-40,-91.7565292907247
aibpmfd,1.1981631402342104e-33,-75.80451840122441
giznmkvf,1.9252036533363625e-29,-66.1199359407424
glehifnur,1.3340262753462118e-44,-101.02554244777723
dorevulm4x,3.7957465041820736e-55,-125.30829901587491
agniel5u,7.320480174394466e-57,-129.25667437724394
pdftinaru,9.030595095730625e-47,-106.02088110338843
amblejr5dn,1.730356903860915e-47,-107.67317168067818
ainsur4kev,3.6989082160009344e-62,-141.45223806628087
alew8nvxr,1.0516766783125155e-48,-110.47369873664441
adviu9rl,5.907278467436948e-47,-106.44531414156664
adfunv8rem,2.5540284569625244e-56,-128.00709330800296
alrevi4m8u1,1.1307593827411373e-77,-177.17616273339678
abdueitfrn,1.6916703619662426e-50,-114.60353822903139
adtpfli,1.3655947607315965e-35,-80.27888819890632
agenxifqvm,4.4343668119929386e-51,-115.9424549078168
amniru4lqd,6.634226541279132e-55,-124.74993802621108
criauxnv4,6.309518215722765e-49,-110.98461023557047
aenifvdm,1.5361813969477525e-43,-98.58185927402019
defantruxq,1.7012728394617972e-44,-100.78236739173846
dnm5fzl,1.9244597384880137e-25,-56.909982051833374
arliv9fn,1.4772477143222368e-43,-98.62097829475334
altmikneu,5.533086971190889e-53,-120.32626404625998
agindeut,2.85845043721816e-48,-109.47380479088037
ainv8pm,1.1985531992154812e-39,-89.61970346469583
dlfinvmekt,2.7166354172529957e-37,-84.19625430511284
